sw,op,arch,func,file_name,response
openssl-101f,O3,arm,gost_imit_final,./data/decomp/openssl-101f_arm_gcc_O3_extraction/gost_imit_final@0011be3c.c,"The function is the final step in the GOST R 34.13-2015 MAC algorithm. It retrieves the MAC algorithm implementation from the GOST context structure, checks for any remaining data in the input buffer, processes it by calling the gost_imit_update function, checks for padding needed to align input data to a multiple of 8 bytes, and performs key meshing on the input data if the key meshing flag is set in the GOST context structure. The function takes two parameters: param_1, which is a pointer to a GOST context structure, and param_2, which is a pointer to a buffer where the MAC value will be stored. If the MAC algorithm implementation is not found, an error is thrown and the function exits."
openssl-101f,O3,arm,gost_imit_init_cpa,./data/decomp/openssl-101f_arm_gcc_O3_extraction/gost_imit_init_cpa@0011b788.c,"The function `gost_imit_init_cpa` initializes variables in a data structure and calls another function with some arguments. It takes four parameters, but only uses the first one. The function returns 1 indicating success."
openssl-101f,O3,arm,GOST_KEY_PARAMS_new,./data/decomp/openssl-101f_arm_gcc_O3_extraction/GOST_KEY_PARAMS_new@0011b1f4.c,"The function creates a new instance of the GOST_KEY_PARAMS structure using the ASN1_item_new function, with PTR_GOST_KEY_PARAMS_it_0011b1fc as an argument to specify the type. It does not return a value."
openssl-101f,O3,arm,GOST_KEY_TRANSPORT_free,./data/decomp/openssl-101f_arm_gcc_O3_extraction/GOST_KEY_TRANSPORT_free@0011b170.c,The function frees the memory associated with an ASN1_VALUE pointer using ASN1_item_free and an ASN1_ITEM structure that corresponds to the GOST_KEY_TRANSPORT type. It then returns the freed memory.
openssl-101f,O3,arm,gost_param_free,./data/decomp/openssl-101f_arm_gcc_O3_extraction/gost_param_free@0011c17c.c,"The function checks if the global variable ""gost_params"" is not null and frees the memory allocated to it using the CRYPTO_free function, setting the variable to null. It essentially frees the memory allocated to the GOST parameters."
openssl-101f,O3,arm,hash_step,./data/decomp/openssl-101f_arm_gcc_O3_extraction/hash_step@0011c248.c,"The function takes in several parameters, including a key, plaintext, and an output buffer. It performs a series of operations, including XOR, memmove, and a call to the gost_enc_with_key function, to encrypt the plaintext using the key. Finally, it XORs the encrypted data with some additional data and stores the result in the output buffer. The specifics of the encryption algorithm are not clear from this code snippet, but it appears to involve bitwise operations and XOR operations between specific elements of the input parameters.

The function is performing a GOST encryption with a given key and input data. It first initializes some local variables and then calls the GOST encryption function with the key and input data. It then performs some bitwise operations on the output of the encryption function and stores the result in local variables. It then calls the encryption function again with the updated data and performs more bitwise operations on the output. Finally, it returns the encrypted data.

The function takes in three parameters: an integer, and two pointers to unsigned integers. It performs a series of bitwise operations and assignments using these parameters and local variables. If the bitwise OR of the two input pointers is not divisible by 4, the function performs a loop that XORs each byte of the second input parameter with the corresponding byte of the first input parameter and stores the result in a local variable. Otherwise, the function performs a series of XOR operations between specific elements of the two input parameters and stores the results in local variables. The function then calls another function called gost_enc_with_key() with several of these local variables and the first input parameter as arguments. The result of this function call is stored in another local variable. The function then performs a series of XOR and assignment operations between the local variables and the input parameters, storing the results in local variables. Finally, the function performs several bitwise shifts and stores the resulting values in other local variables."
openssl-101f,O3,arm,hwcrhk_init,./data/decomp/openssl-101f_arm_gcc_O3_extraction/hwcrhk_init@000f3898.c,"The `hwcrhk_init` function initializes the hardware crypto hook library by loading the library and binding its functions. It attempts to load the library using the filename ""nfhwcrhk"" or the value of the `HWCRHK_LIBNAME` variable. If the library cannot be loaded, an error is returned. If the library is loaded successfully, the function attempts to bind all the required functions using `DSO_bind_func`. If any of the functions cannot be bound, an error is returned. If all the required functions are successfully bound, the function sets global variables to the function pointers and initializes the RSA key handle index. If the RSA key handle index has already been initialized, the function returns without doing anything. If the library or any of the required functions cannot be loaded or bound, an error is returned. Finally, the function frees the library and sets all the function pointers to null."
openssl-101f,O3,arm,i2d_GOST_KEY_AGREEMENT_INFO,./data/decomp/openssl-101f_arm_gcc_O3_extraction/i2d_GOST_KEY_AGREEMENT_INFO@0011b1b8.c,"The function takes in two parameters: param_1, which is a pointer to an ASN1_VALUE structure, and param_2, which is a pointer to a pointer to an unsigned character (uchar). The function calls the ASN1_item_i2d function, passing in param_1, param_2, and a pointer to an ASN1_ITEM structure (PTR_GOST_KEY_AGREEMENT_INFO_it_0011b1c0). This function is responsible for converting the ASN1_VALUE structure into a DER-encoded byte string and storing it in the memory pointed to by param_2. Finally, the function returns without any value."
openssl-101f,O3,arm,i2d_GOST_KEY_TRANSPORT,./data/decomp/openssl-101f_arm_gcc_O3_extraction/i2d_GOST_KEY_TRANSPORT@0011b158.c,"The function takes two parameters: param_1, which is a pointer to an ASN1_VALUE type, and param_2, which is a double pointer to an unsigned char array. It uses the ASN1_item_i2d function to convert the ASN1_VALUE type pointed to by param_1 into a binary format and store the result in the unsigned char array pointed to by param_2, using the ASN1_ITEM structure of type GOST_KEY_TRANSPORT_it. The function returns without any value."
openssl-101f,O3,arm,mul_1x1_ialu,./data/decomp/openssl-101f_arm_gcc_O3_extraction/mul_1x1_ialu@001225e0.c,"The function ""mul_1x1_ialu"" is empty and does not perform any operations."
openssl-101f,O3,arm,param_copy_gost94,./data/decomp/openssl-101f_arm_gcc_O3_extraction/param_copy_gost94@0011a1e4.c,"The function takes two EVP_PKEY pointers as input and checks if their base IDs are the same. If they are, it copies the parameters from the second pointer to the first. Specifically, it extracts the DSA key from the first pointer and the BIGNUM values from the second pointer. If the DSA key is not initialized, it creates a new one and assigns it to the first pointer. It then copies the BIGNUM values to the corresponding fields in the DSA key. Finally, if the key is not already initialized, it computes the public key using the GOST94 algorithm. If the second pointer is not initialized, an error is thrown. The function returns 1 if the parameter copy was successful, and 0 otherwise."
openssl-101f,O3,arm,param_print_gost01,./data/decomp/openssl-101f_arm_gcc_O3_extraction/param_print_gost01@0011ad54.c,"The function takes in a pointer to a BIO object, a pointer to an EVP_PKEY object, and an integer value. It retrieves the EC_KEY object from the EVP_PKEY object, retrieves the EC_GROUP object from the EC_KEY object, gets the curve name of the EC_GROUP object and stores it in the variable 'n'. The function then indents the output of the BIO object by the amount specified in the 'param_3' parameter and prints out the curve name of the EC_GROUP object using the BIO_printf function. Finally, the function returns 1 if the indentation was successful, and 0 otherwise."
openssl-101f,O3,arm,param_print_gost94,./data/decomp/openssl-101f_arm_gcc_O3_extraction/param_print_gost94@0011ace0.c,"The function takes in a BIO object, an EVP_PKEY object, and an integer as parameters. It iterates through a predefined array of integers and corresponding strings using a while loop. For each integer in the array, it converts the corresponding string to a BIGNUM and compares it with the BIGNUM value obtained earlier from the EVP_PKEY object. If the two BIGNUMs are equal, it returns the integer value from the array. If the loop completes without finding a matching BIGNUM, it frees the local BIGNUM object."
openssl-101f,O3,arm,pkey_ctrl_gost,./data/decomp/openssl-101f_arm_gcc_O3_extraction/pkey_ctrl_gost@0011a70c.c,"The function `pkey_ctrl_gost` takes in four parameters: `param_1` which is a pointer to an `EVP_PKEY` structure, `param_2` which is an integer, `param_3` which is a pointer to an `X509_ALGOR` structure, and `param_4` which is a pointer to a `PKCS7_SIGNER_INFO` structure. The function first sets the local variable `local_20` to the value of `param_3`. It then switches on the value of `param_2`. If `param_2` is 1 or 5, it checks if `param_3` is null, and if not, returns 1. It then sets `local_1c[0]` to the value of `param_3`. It then gets the base id of the `EVP_PKEY` structure pointed to by `param_1`. If `param_2` is..."
